streetname,Capacity,Occupancy,occupancy rate,LastUpdated,date
BangQiuRd.JianXingNanRd.50Ln.,7,0,0,2023/7/2 00:00,2023/7/2
BangQiuRd.JianXingNanRd.50Ln.,7,0,0,2023/7/2 01:00,2023/7/2
BangQiuRd.JianXingNanRd.50Ln.,7,0,0,2023/7/2 02:00,2023/7/2
BangQiuRd.JianXingNanRd.50Ln.,7,0,0,2023/7/2 03:00,2023/7/2
BangQiuRd.JianXingNanRd.50Ln.,7,0,0,2023/7/2 04:00,2023/7/2
BangQiuRd.JianXingNanRd.50Ln.,7,0,0,2023/7/2 05:00,2023/7/2
BangQiuRd.JianXingNanRd.50Ln.,7,0,0,2023/7/2 06:00,2023/7/2
BangQiuRd.JianXingNanRd.50Ln.,7,0,0,2023/7/2 07:00,2023/7/2
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/2 08:00,2023/7/2
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/2 09:00,2023/7/2
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/2 10:00,2023/7/2
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/2 11:00,2023/7/2
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/2 12:00,2023/7/2
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/2 13:00,2023/7/2
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/2 14:00,2023/7/2
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/2 15:00,2023/7/2
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/2 16:00,2023/7/2
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/2 17:00,2023/7/2
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/2 18:00,2023/7/2
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/2 19:00,2023/7/2
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/2 20:00,2023/7/2
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/2 21:00,2023/7/2
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/2 22:00,2023/7/2
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/2 23:00,2023/7/2
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/3 00:00,2023/7/3
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/3 01:00,2023/7/3
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/3 02:00,2023/7/3
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/3 03:00,2023/7/3
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/3 04:00,2023/7/3
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/3 05:00,2023/7/3
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/3 06:00,2023/7/3
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/3 07:00,2023/7/3
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/3 08:00,2023/7/3
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/3 09:00,2023/7/3
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/3 10:00,2023/7/3
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/3 11:00,2023/7/3
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/3 12:00,2023/7/3
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/3 13:00,2023/7/3
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/3 14:00,2023/7/3
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/3 15:00,2023/7/3
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/3 16:00,2023/7/3
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/3 17:00,2023/7/3
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/3 18:00,2023/7/3
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/3 19:00,2023/7/3
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/3 20:00,2023/7/3
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/3 21:00,2023/7/3
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/3 22:00,2023/7/3
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/3 23:00,2023/7/3
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/4 00:00,2023/7/4
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/4 01:00,2023/7/4
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/4 02:00,2023/7/4
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/4 03:00,2023/7/4
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/4 04:00,2023/7/4
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/4 05:00,2023/7/4
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/4 06:00,2023/7/4
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/4 07:00,2023/7/4
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/4 08:00,2023/7/4
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/4 09:00,2023/7/4
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/4 10:00,2023/7/4
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/4 11:00,2023/7/4
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/4 12:00,2023/7/4
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/4 13:00,2023/7/4
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/4 14:00,2023/7/4
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/4 15:00,2023/7/4
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/4 16:00,2023/7/4
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/4 17:00,2023/7/4
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/4 18:00,2023/7/4
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/4 19:00,2023/7/4
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/4 20:00,2023/7/4
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/4 21:00,2023/7/4
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/4 22:00,2023/7/4
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/4 23:00,2023/7/4
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/5 00:00,2023/7/5
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/5 01:00,2023/7/5
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/5 02:00,2023/7/5
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/5 03:00,2023/7/5
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/5 04:00,2023/7/5
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/5 05:00,2023/7/5
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/5 06:00,2023/7/5
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/5 07:00,2023/7/5
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/5 08:00,2023/7/5
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/5 09:00,2023/7/5
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/5 10:00,2023/7/5
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/5 11:00,2023/7/5
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/5 12:00,2023/7/5
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/5 13:00,2023/7/5
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/5 14:00,2023/7/5
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/5 15:00,2023/7/5
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/5 16:00,2023/7/5
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/5 17:00,2023/7/5
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/5 18:00,2023/7/5
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/5 19:00,2023/7/5
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/5 20:00,2023/7/5
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/5 21:00,2023/7/5
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/5 22:00,2023/7/5
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/5 23:00,2023/7/5
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/6 00:00,2023/7/6
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/6 01:00,2023/7/6
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/6 02:00,2023/7/6
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/6 03:00,2023/7/6
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/6 04:00,2023/7/6
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/6 05:00,2023/7/6
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/6 06:00,2023/7/6
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/6 07:00,2023/7/6
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/6 08:00,2023/7/6
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/6 09:00,2023/7/6
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/6 10:00,2023/7/6
BangQiuRd.JianXingNanRd.50Ln.,7,6,0.857142857,2023/7/6 11:00,2023/7/6
BangQiuRd.JianXingNanRd.50Ln.,7,6,0.857142857,2023/7/6 12:00,2023/7/6
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/6 13:00,2023/7/6
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/6 14:00,2023/7/6
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/6 15:00,2023/7/6
BangQiuRd.JianXingNanRd.50Ln.,7,6,0.857142857,2023/7/6 16:00,2023/7/6
BangQiuRd.JianXingNanRd.50Ln.,7,6,0.857142857,2023/7/6 17:00,2023/7/6
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/6 18:00,2023/7/6
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/6 19:00,2023/7/6
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/6 20:00,2023/7/6
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/6 21:00,2023/7/6
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/6 22:00,2023/7/6
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/6 23:00,2023/7/6
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/7 00:00,2023/7/7
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/7 01:00,2023/7/7
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/7 02:00,2023/7/7
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/7 03:00,2023/7/7
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/7 04:00,2023/7/7
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/7 05:00,2023/7/7
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/7 06:00,2023/7/7
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/7 07:00,2023/7/7
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/7 08:00,2023/7/7
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/7 09:00,2023/7/7
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/7 10:00,2023/7/7
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/7 11:00,2023/7/7
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/7 12:00,2023/7/7
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/7 13:00,2023/7/7
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/7 14:00,2023/7/7
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/7 15:00,2023/7/7
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/7 16:00,2023/7/7
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/7 17:00,2023/7/7
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/7 18:00,2023/7/7
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/7 19:00,2023/7/7
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/7 20:00,2023/7/7
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/7 21:00,2023/7/7
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/7 22:00,2023/7/7
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/7 23:00,2023/7/7
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/8 00:00,2023/7/8
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/8 01:00,2023/7/8
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/8 02:00,2023/7/8
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/8 03:00,2023/7/8
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/8 04:00,2023/7/8
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/8 05:00,2023/7/8
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/8 06:00,2023/7/8
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/8 07:00,2023/7/8
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/8 08:00,2023/7/8
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/8 09:00,2023/7/8
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/8 10:00,2023/7/8
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/8 11:00,2023/7/8
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/8 12:00,2023/7/8
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/8 13:00,2023/7/8
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/8 14:00,2023/7/8
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/8 15:00,2023/7/8
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/8 16:00,2023/7/8
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/8 17:00,2023/7/8
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/8 18:00,2023/7/8
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/8 19:00,2023/7/8
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/8 20:00,2023/7/8
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/8 21:00,2023/7/8
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/8 22:00,2023/7/8
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/8 23:00,2023/7/8
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/9 00:00,2023/7/9
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/9 01:00,2023/7/9
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/9 02:00,2023/7/9
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/9 03:00,2023/7/9
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/9 04:00,2023/7/9
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/9 05:00,2023/7/9
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/9 06:00,2023/7/9
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/9 07:00,2023/7/9
BangQiuRd.JianXingNanRd.50Ln.,7,0,0,2023/7/9 08:00,2023/7/9
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/9 09:00,2023/7/9
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/9 10:00,2023/7/9
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/9 11:00,2023/7/9
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/9 12:00,2023/7/9
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/9 13:00,2023/7/9
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/9 14:00,2023/7/9
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/9 15:00,2023/7/9
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/9 16:00,2023/7/9
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/9 17:00,2023/7/9
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/9 18:00,2023/7/9
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/9 19:00,2023/7/9
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/9 20:00,2023/7/9
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/9 21:00,2023/7/9
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/9 22:00,2023/7/9
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/9 23:00,2023/7/9
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/10 00:00,2023/7/10
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/10 01:00,2023/7/10
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/10 02:00,2023/7/10
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/10 03:00,2023/7/10
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/10 04:00,2023/7/10
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/10 05:00,2023/7/10
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/10 06:00,2023/7/10
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/10 07:00,2023/7/10
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/10 08:00,2023/7/10
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/10 09:00,2023/7/10
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/10 10:00,2023/7/10
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/10 11:00,2023/7/10
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/10 12:00,2023/7/10
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/10 13:00,2023/7/10
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/10 14:00,2023/7/10
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/10 15:00,2023/7/10
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/10 16:00,2023/7/10
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/10 17:00,2023/7/10
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/10 18:00,2023/7/10
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/10 19:00,2023/7/10
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/10 20:00,2023/7/10
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/10 21:00,2023/7/10
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/10 22:00,2023/7/10
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/10 23:00,2023/7/10
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/11 00:00,2023/7/11
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/11 01:00,2023/7/11
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/11 02:00,2023/7/11
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/11 03:00,2023/7/11
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/11 04:00,2023/7/11
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/11 05:00,2023/7/11
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/11 06:00,2023/7/11
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/11 07:00,2023/7/11
BangQiuRd.JianXingNanRd.50Ln.,7,2,0.285714286,2023/7/11 08:00,2023/7/11
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/11 09:00,2023/7/11
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/11 10:00,2023/7/11
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/11 11:00,2023/7/11
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/11 12:00,2023/7/11
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/11 13:00,2023/7/11
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/11 14:00,2023/7/11
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/11 15:00,2023/7/11
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/11 16:00,2023/7/11
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/11 17:00,2023/7/11
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/11 18:00,2023/7/11
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/11 19:00,2023/7/11
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/11 20:00,2023/7/11
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/11 21:00,2023/7/11
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/11 22:00,2023/7/11
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/11 23:00,2023/7/11
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/12 00:00,2023/7/12
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/12 01:00,2023/7/12
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/12 02:00,2023/7/12
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/12 03:00,2023/7/12
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/12 04:00,2023/7/12
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/12 05:00,2023/7/12
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/12 06:00,2023/7/12
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/12 07:00,2023/7/12
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/12 08:00,2023/7/12
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/12 09:00,2023/7/12
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/12 10:00,2023/7/12
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/12 11:00,2023/7/12
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/12 12:00,2023/7/12
BangQiuRd.JianXingNanRd.50Ln.,7,1,0.142857143,2023/7/12 13:00,2023/7/12
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/12 14:00,2023/7/12
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/12 15:00,2023/7/12
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/12 16:00,2023/7/12
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/12 17:00,2023/7/12
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/12 18:00,2023/7/12
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/12 19:00,2023/7/12
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/12 20:00,2023/7/12
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/12 21:00,2023/7/12
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/12 22:00,2023/7/12
BangQiuRd.JianXingNanRd.50Ln.,7,5,0.714285714,2023/7/12 23:00,2023/7/12
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/13 00:00,2023/7/13
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/13 01:00,2023/7/13
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/13 02:00,2023/7/13
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/13 03:00,2023/7/13
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/13 04:00,2023/7/13
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/13 05:00,2023/7/13
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/13 06:00,2023/7/13
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/13 07:00,2023/7/13
BangQiuRd.JianXingNanRd.50Ln.,7,3,0.428571429,2023/7/13 08:00,2023/7/13
BangQiuRd.JianXingNanRd.50Ln.,7,4,0.571428571,2023/7/13 09:00,2023/7/13
